title,current_price,previous_price,discount,link,url_image
Smart Tv 60' 60uq8050 4k Uhd LG Bivolt,3099,4799,35,https://www.mercadolivre.com.br/smart-tv-60-60uq8050-4k-uhd-lg-bivolt/p/MLB19833547?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19833547&position=31&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
No break Ts Shara UPS Mini 600 600VA saída de 115V com entrada de 115V/220V CA e saída de 115V CA preto,369,419,11,https://www.mercadolivre.com.br/no-break-ts-shara-ups-mini-600-600va-saida-de-115v-com-entrada-de-115v220v-ca-e-saida-de-115v-ca-preto/p/MLB16181871?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB16181871&position=32&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
Oxímetro Pediátrico G-tech,125,169,25,https://www.mercadolivre.com.br/oximetro-pediatrico-g-tech/p/MLB17488635?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB17488635&position=33&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
Liquidificador Serie 5000 RI2240 Vermelho Philips Walita 110V,219,299,26,https://www.mercadolivre.com.br/liquidificador-serie-5000-ri2240-vermelho-philips-walita-110v/p/MLB17852305?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB17852305&position=34&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
Colchão Casal Premium Mola Ensacada Com Espuma D33 E Viscoelástica Nasa 138x188x32cm - Bf Cor Chumbo/Branco,1305,1784,26,https://www.mercadolivre.com.br/colcho-casal-premium-mola-ensacada-com-espuma-d33-e-viscoelastica-nasa-138x188x32cm-bf-cor-chumbobranco/p/MLB18155987?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18155987&position=35&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
Samsung Galaxy S21 Fe 5g 128 Gb 6gb Ram Branco Cor White,1999,3999,50,https://www.mercadolivre.com.br/samsung-galaxy-s21-fe-5g-128-gb-6gb-ram-branco-cor-white/p/MLB19105480?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19105480&position=36&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
Câmera De Video Wi-fi Full Hd Intelbras Im5+ Full Color Cor Branco,549,699,21,https://www.mercadolivre.com.br/cmera-de-video-wi-fi-full-hd-intelbras-im5-full-color-cor-branco/p/MLB24165315?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24165315&position=37&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
"Smart TV Philco PTV58G70R2CSGBL LED Roku OS 4K 58"" 110V/240V",2299,3899,41,https://www.mercadolivre.com.br/smart-tv-philco-ptv58g70r2csgbl-led-roku-os-4k-58-110v240v/p/MLB24163811?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24163811&position=38&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
Fogão  de pé Consul  CFS5N a gás/elétrico 5 queimadores  inox 127V/220V porta com visor 96L,1629,1729,5,https://www.mercadolivre.com.br/fogo-de-pe-consul-cfs5n-a-gaseletrico-5-queimadores-inox-127v220v-porta-com-visor-96l/p/MLB15295566?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15295566&position=39&search_layout=grid&type=product&tracking_id=f449b321-f703-4d60-9126-83a447dcfea5&deal_print_id=d7ac8fa8-f510-4791-ac79-46ab1bb12bd4&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_995597-MLU72416061997_102023-W.webp
"Smart TV Philco PTV58G70R2CSGBL LED Roku OS 4K 58"" 110V/240V",2299,3899,41,https://www.mercadolivre.com.br/smart-tv-philco-ptv58g70r2csgbl-led-roku-os-4k-58-110v240v/p/MLB24163811?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24163811&position=1&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fogão  de pé Consul  CFS5N a gás/elétrico 5 queimadores  inox 127V/220V porta com visor 96L,1629,1729,5,https://www.mercadolivre.com.br/fogo-de-pe-consul-cfs5n-a-gaseletrico-5-queimadores-inox-127v220v-porta-com-visor-96l/p/MLB15295566?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15295566&position=2&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Smart Tv 75 Polegadas Crystal Uhd 4k 75cu8000 2023 Samsung,5499,8596,36,https://www.mercadolivre.com.br/smart-tv-75-polegadas-crystal-uhd-4k-75cu8000-2023-samsung/p/MLB25396243?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB25396243&position=3&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Smartphone Samsung Galaxy A14 4g 64gb 4gb Tela 6.6  - Preto,769,1473,47,https://produto.mercadolivre.com.br/MLB-3647592094-smartphone-samsung-galaxy-a14-4g-64gb-4gb-tela-66-preto-_JM?hide_psmb=true#position=39&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fone de ouvido over-ear sem fio JBL Tune 520BT azul,229,359,36,https://www.mercadolivre.com.br/fone-de-ouvido-over-ear-sem-fio-jbl-tune-520bt-azul/p/MLB26318250?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB26318250&position=4&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Camisa Polo Masculina 100% Algodão ,51,54,5,https://produto.mercadolivre.com.br/MLB-2784256581-camisa-polo-masculina-100-algodo-_JM?hide_psmb=true#position=40&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
"Smart TV LG Smart TV 55NANO77SRA LED 4K 55"" 110V/220V",2679,4999,46,https://www.mercadolivre.com.br/smart-tv-lg-smart-tv-55nano77sra-led-4k-55-110v220v/p/MLB27599216?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB27599216&position=5&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Smartphone Motorola Moto E13 64gb +10 Audiolivros Audiobooks,599,1045,42,https://produto.mercadolivre.com.br/MLB-3738536290-smartphone-motorola-moto-e13-64gb-10-audiolivros-audiobooks-_JM?hide_psmb=true#position=41&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Notebook Acer Aspire 3 A314-35-c393 Intel Celeron N4500 4gb Ssd 128gb M.2 14' Full Hd Linux Gutta,1449,1699,14,https://www.mercadolivre.com.br/notebook-acer-aspire-3-a314-35-c393-intel-celeron-n4500-4gb-ssd-128gb-m2-14-full-hd-linux-gutta/p/MLB24219775?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24219775&position=6&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Gel De Limpeza Facial Para Pele Normal A Oleosa 454g Cerave,76,99,23,https://www.mercadolivre.com.br/gel-de-limpeza-facial-para-pele-normal-a-oleosa-454g-cerave/p/MLB26194700?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB26194700&position=7&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Geladeira inverter frost free Philco PRF504ID aço com freezer 486L 127V,4319,5999,28,https://www.mercadolivre.com.br/geladeira-inverter-frost-free-philco-prf504id-aco-com-freezer-486l-127v/p/MLB19518516?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19518516&position=8&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fritadeira Elétrica Sem Óleo Airfryer Elgin Flash Fryer 127v,299,379,21,https://www.mercadolivre.com.br/fritadeira-eletrica-sem-oleo-airfryer-elgin-flash-fryer-127v/p/MLB19697351?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19697351&position=9&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
"Notebook Lenovo Ideapad 1 Celeron 4gb 128gb Ssd 15,6'' W11 Cinza",1519,1999,24,https://www.mercadolivre.com.br/notebook-lenovo-ideapad-1-celeron-4gb-128gb-ssd-156-w11-cinza/p/MLB24526228?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB24526228&position=10&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Jogo De Panelas 10 Peças Indução Revestimento Cerâmico,699,939,25,https://produto.mercadolivre.com.br/MLB-3296975273-jogo-de-panelas-10-pecas-induco-revestimento-cermico-_JM?hide_psmb=true#position=42&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fritadeira Sem Óleo Air Fryer 8l 1900w Afn-80-ri Mondial Cor Vermelho 110V,729,799,8,https://www.mercadolivre.com.br/fritadeira-sem-oleo-air-fryer-8l-1900w-afn-80-ri-mondial-cor-vermelho-110v/p/MLB22827506?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22827506&position=11&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Máquina de lavar semi-automática Colormaq LCS - 14kg prateada 127 V,529,669,20,https://www.mercadolivre.com.br/maquina-de-lavar-semi-automatica-colormaq-lcs-14kg-prateada-127v/p/MLB15588917?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15588917&position=12&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fogão 4 Bocas A Gás Itatiaia Electra Glass Branco Bivolt,759,819,7,https://produto.mercadolivre.com.br/MLB-2779018429-fogo-4-bocas-a-gas-itatiaia-electra-glass-branco-bivolt-_JM?hide_psmb=true#position=43&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Aspirador de Pó e Água com Bocal de Sopro e Filtro Lavável Wap Gtw Inox 20 60Hz 1600W 127V,468,599,21,https://www.mercadolivre.com.br/aspirador-de-po-e-agua-com-bocal-de-sopro-e-filtro-lavavel-wap-gtw-inox-20-60hz-1600w-127v/p/MLB6346501?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB6346501&position=13&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
"Panela De Pressão Indução Brinox Pressure 4,2l",188,229,18,https://produto.mercadolivre.com.br/MLB-3737833512-panela-de-presso-induco-brinox-pressure-42l-_JM?hide_psmb=true#position=44&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Samsung Galaxy M14 5G 5G Dual SIM 128 GB dark blue 4 GB RAM,1079,1199,10,https://www.mercadolivre.com.br/samsung-galaxy-m14-5g-5g-dual-sim-128-gb-dark-blue-4-gb-ram/p/MLB22378900?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22378900&position=14&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fogão cooktop gás Fischer Fit Line 26343-57174 preto 127V/220V,649,692,6,https://www.mercadolivre.com.br/fogo-cooktop-gas-fischer-fit-line-26343-57174-preto-127v220v/p/MLB11393840?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB11393840&position=15&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Tanquinho Colormaq 18kg Cor Branco 127,549,719,23,https://www.mercadolivre.com.br/tanquinho-colormaq-18kg-cor-branco-127/p/MLB26515491?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB26515491&position=16&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Notebook Gaming Ideapad 3i 512gb W11 I5 8gb Gtx 1650 Lenovo Cor,3699,5999,38,https://www.mercadolivre.com.br/notebook-gaming-ideapad-3i-512gb-w11-i5-8gb-gtx-1650-lenovo-cor/p/MLB21403996?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21403996&position=17&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fritadeira Sem Óleo Air Fryer 6l Afn-60-bi Mondial Cor Preto 220V,529,833,36,https://www.mercadolivre.com.br/fritadeira-sem-oleo-air-fryer-6l-afn-60-bi-mondial-cor-preto-220v/p/MLB25401959?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB25401959&position=18&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Samsung Galaxy S23+ 5g 256gb 8gb Ram Verde,4819,6999,31,https://www.mercadolivre.com.br/samsung-galaxy-s23-5g-256gb-8gb-ram-verde/p/MLB23755812?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23755812&position=19&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
"Notebook Samsung Galaxy Book Go prata 14"", Qualcomm Snapdragon 7c Gen 2  4GB de RAM 128GB SSD, Qualcomm Adreno 618 1920x1080px Windows 10 Home",1469,1799,18,https://www.mercadolivre.com.br/notebook-samsung-galaxy-book-go-prata-14-qualcomm-snapdragon-7c-gen-2-4gb-de-ram-128gb-ssd-qualcomm-adreno-618-1920x1080px-windows-10-home/p/MLB18464607?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18464607&position=20&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Tanquinho Colormaq Lcs 16kg Prata - Batedor No Fundo,569,719,20,https://produto.mercadolivre.com.br/MLB-1489025618-tanquinho-colormaq-lcs-16kg-prata-batedor-no-fundo-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Ventilador De Teto Legacy Led Branco Pinheiro Ventisol Cor das pás Branco e Pinheiro (Dupla Face) Diâmetro 90 cm Material das pás MDF Quantidade de pás 3 110V/220V,312,352,11,https://www.mercadolivre.com.br/ventilador-de-teto-legacy-led-branco-pinheiro-ventisol-cor-das-pas-branco-e-pinheiro-dupla-face-dimetro-90-cm-material-das-pas-mdf-quantidade-de-pas-3-110v220v/p/MLB23567259?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23567259&position=21&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fogão  de pé Atlas Mônaco Plus  4Q a gás/elétrico 4 queimadores  branco 127V/220V porta com visor 50L,585,639,8,https://www.mercadolivre.com.br/fogo-de-pe-atlas-mnaco-plus-4q-a-gaseletrico-4-queimadores-branco-127v220v-porta-com-visor-50l/p/MLB18125278?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18125278&position=22&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Samsung Galaxy M54 5G Dual SIM 128 GB azul 8 GB RAM,1889,2099,10,https://www.mercadolivre.com.br/samsung-galaxy-m54-5g-dual-sim-128-gb-azul-8-gb-ram/p/MLB22575811?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22575811&position=23&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Nobreak Ts Shara Ups Senoidal Universal 3200 Va Bivolt,3349,4099,18,https://www.mercadolivre.com.br/nobreak-ts-shara-ups-senoidal-universal-3200-va-bivolt/p/MLB22961823?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB22961823&position=24&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Cuba Cozinha Gourmet Aço Inox Quadrada 40 Cm Cor Prateado,605,856,29,https://www.mercadolivre.com.br/cuba-cozinha-gourmet-aco-inox-quadrada-40-cm-cor-prateado/p/MLB21713107?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB21713107&position=25&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Notebook Compaq Presario 420 Intel Pentium 4gb 120gb Ssd,1099,1270,13,https://www.mercadolivre.com.br/notebook-compaq-presario-420-intel-pentium-4gb-120gb-ssd/p/MLB23064621?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23064621&position=26&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Loção Hidratante de Rosto CeraVe noite  para pele normal a seca de 52mL,65,89,26,https://www.mercadolivre.com.br/loco-hidratante-de-rosto-cerave-noite-para-pele-normal-a-seca-de-52ml/p/MLB19129792?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19129792&position=27&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Estabilizador de tensão Ts Shara PowerEst Home 9007 1000VA entrada de 115V/220V e saída de 115V preto,249,339,26,https://www.mercadolivre.com.br/estabilizador-de-tenso-ts-shara-powerest-home-9007-1000va-entrada-de-115v220v-e-saida-de-115v-preto/p/MLB16033356?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB16033356&position=28&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Máquina De Solda Inversora W-250 220v + Máscara Automática,398,495,19,https://produto.mercadolivre.com.br/MLB-3811032616-maquina-de-solda-inversora-w-250-220v-mascara-automatica-_JM?hide_psmb=true#position=46&search_layout=grid&type=item&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Mesa Para Computador Gamer Escrivaninha 9409 Madesa - Preto,296,352,15,https://www.mercadolivre.com.br/mesa-para-computador-gamer-escrivaninha-9409-madesa-preto/p/MLB23953903?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB23953903&position=29&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Guarda Roupa Casal Mônaco Madesa 3 Portas Correr Espelho P Cor Preto,889,1007,11,https://www.mercadolivre.com.br/guarda-roupa-casal-mnaco-madesa-3-portas-correr-espelho-p-cor-preto/p/MLB19493953?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19493953&position=30&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
Fast Smart Tv Britânia Btv40e3aagssgblf 40 Led Dolby Áudio,1349,2299,41,https://www.mercadolivre.com.br/fast-smart-tv-britnia-btv40e3aagssgblf-40-led-dolby-audio/p/MLB26373691?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB26373691&position=31&search_layout=grid&type=product&tracking_id=38148230-3d6b-44e8-afd9-fca59d605286&deal_print_id=1d985e9c-2a23-47eb-9034-936866af16c1&promotion_type=DEAL_OF_THE_DAY,https://http2.mlstatic.com/D_Q_NP_972759-MLA70174457625_062023-W.webp
